tt,frame,wheels,flat,climb,frame_level,wheels_level
False,Chapter2 TOA,Roval Alpinist CLX,3066.0,2929.0,33.0,32.0
False,Chapter2 TOA,Shimano C50,3066.0,2950.5,33.0,4.0
False,Chapter2 TOA,Lightweight Meilenstein,3066.5,2929.0,33.0,0.0
False,Chapter2 TOA,50mm Carbon,3067.5,2944.0,33.0,9.0
False,Chapter2 TOA,Shimano C40,3068.0,2946.5,33.0,4.0
False,Chapter2 TOA,CADEX 36,3073.5,2934.5,33.0,26.0
False,Chapter2 TOA,Zipp 202,3075.0,2937.5,33.0,
False,Chapter2 TOA,Novatec R4,3076.5,2948.0,33.0,
False,Chapter2 TOA,ENVE SES 2.2,3080.0,2936.5,33.0,
False,Chapter2 TOA,Zwift 32mm Carbon,3080.0,2943.0,33.0,3.0
False,Chapter2 TOA,Campagnolo Bora Ultra 50,3080.5,2936.5,33.0,12.0
False,Chapter2 TOA,Zwift Safety,3080.5,2942.5,33.0,44.0
False,Chapter2 TOA,Zwift Buffalo Fahrrad,3085.0,2950.0,33.0,
False,Chapter2 TOA,Zwift Classic,3086.0,2951.0,33.0,1.0
False,Pinarello Dogma F,DT Swiss ARC 1100 Dicut Disc,3020.0,2948.0,40.0,42.0
False,Pinarello Dogma F,Zipp 858/Super9,3027.0,2949.0,40.0,45.0
False,Pinarello Dogma F,Zipp 808/Super9,3029.0,2950.0,40.0,35.0
False,Pinarello Dogma F,Zipp 858,3033.0,2939.0,40.0,37.0
False,Pinarello Dogma F,ENVE SES 7.8,3035.0,2934.0,40.0,39.0
False,Pinarello Dogma F,Zipp 808,3036.0,2941.0,40.0,13.0
False,Pinarello Dogma F,ENVE SES 8.9,3036.5,2943.5,40.0,31.0
False,Pinarello Dogma F,Zipp 454,3044.0,2932.0,40.0,24.0
False,Pinarello Dogma F,DT Swiss ARC 1100 Dicut 62,3045.0,2930.0,40.0,6.0
False,Pinarello Dogma F,CADEX 65,3045.5,2932.0,40.0,21.0
False,Pinarello Dogma F,Zipp 404,3047.0,2935.0,40.0,15.0
False,Pinarello Dogma F,ENVE SES 6.7,3048.0,2939.0,40.0,25.0
False,Pinarello Dogma F,Zipp 353 NSW,3049.0,2932.0,40.0,19.0
False,Pinarello Dogma F,Roval Rapide CLX,3050.0,2934.0,40.0,15.0
False,Pinarello Dogma F,Roval CLX 64,3050.0,2939.0,40.0,16.0
False,Pinarello Dogma F,ENVE SES 3.4,3052.5,2931.0,40.0,27.0
False,Pinarello Dogma F,FFWD RYOT55,3053.5,2931.0,40.0,
False,Pinarello Dogma F,Campagnolo Bora Ultra 35,3054.0,2932.5,40.0,33.0
False,Pinarello Dogma F,Mavic Comete Pro Carbon SL UST,3054.5,2949.5,40.0,13.0
False,Pinarello Dogma F,Giant SLR 0,3057.0,2931.5,40.0,22.0
False,Pinarello Dogma F,Shimano C60,3057.0,2950.0,40.0,10.0
False,Pinarello Dogma F,Mavic Cosmic CXR60c,3058.5,2947.5,40.0,7.0
False,Pinarello Dogma F,Bontrager Aeolus5,3061.0,2935.0,40.0,11.0
False,Pinarello Dogma F,Mavic Cosmic Ultimate UST,3061.0,2945.0,40.0,6.0
False,Pinarello Dogma F,HED Vanquish RC6 Pro,3063.5,2933.0,40.0,8.0
False,Pinarello Dogma F,CADEX 42,3064.0,2933.0,40.0,8.0
False,Pinarello Dogma F,Roval Alpinist CLX,3066.0,2925.0,40.0,32.0
False,Pinarello Dogma F,Shimano C50,3066.0,2946.5,40.0,4.0
False,Pinarello Dogma F,Lightweight Meilenstein,3066.5,2925.0,40.0,0.0
False,Pinarello Dogma F,50mm Carbon,3067.5,2940.0,40.0,9.0
False,Pinarello Dogma F,Shimano C40,3068.0,2942.5,40.0,4.0
False,Pinarello Dogma F,CADEX 36,3073.5,2930.5,40.0,26.0
False,Pinarello Dogma F,Zipp 202,3075.0,2933.5,40.0,
False,Pinarello Dogma F,Novatec R4,3076.5,2944.0,40.0,
False,Pinarello Dogma F,ENVE SES 2.2,3080.0,2932.5,40.0,
False,Pinarello Dogma F,Zwift 32mm Carbon,3080.0,2939.0,40.0,3.0
False,Pinarello Dogma F,Campagnolo Bora Ultra 50,3080.5,2932.5,40.0,12.0
False,Pinarello Dogma F,Zwift Safety,3080.5,2938.5,40.0,44.0
False,Pinarello Dogma F,Zwift Buffalo Fahrrad,3085.0,2946.0,40.0,
False,Pinarello Dogma F,Zwift Classic,3086.0,2947.0,40.0,1.0
False,Specialized Venge,DT Swiss ARC 1100 Dicut Disc,3020.0,2972.0,18.0,42.0
False,Specialized Venge,Zipp 858/Super9,3027.0,2973.0,18.0,45.0
False,Specialized Venge,Zipp 808/Super9,3029.0,2974.0,18.0,35.0
False,Specialized Venge,Zipp 858,3033.0,2963.0,18.0,37.0
False,Specialized Venge,ENVE SES 7.8,3035.0,2958.0,18.0,39.0
False,Specialized Venge,Zipp 808,3036.0,2965.0,18.0,13.0
False,Specialized Venge,ENVE SES 8.9,3036.5,2967.5,18.0,31.0
False,Specialized Venge,Zipp 454,3044.0,2956.0,18.0,24.0
False,Specialized Venge,DT Swiss ARC 1100 Dicut 62,3045.0,2954.0,18.0,6.0
False,Specialized Venge,CADEX 65,3045.5,2956.0,18.0,21.0
False,Specialized Venge,Zipp 404,3047.0,2959.0,18.0,15.0
False,Specialized Venge,ENVE SES 6.7,3048.0,2963.0,18.0,25.0
False,Specialized Venge,Zipp 353 NSW,3049.0,2956.0,18.0,19.0
False,Specialized Venge,Roval Rapide CLX,3050.0,2958.0,18.0,15.0
False,Specialized Venge,Roval CLX 64,3050.0,2963.0,18.0,16.0
False,Specialized Venge,ENVE SES 3.4,3052.5,2955.0,18.0,27.0
False,Specialized Venge,FFWD RYOT55,3053.5,2955.0,18.0,
False,Specialized Venge,Campagnolo Bora Ultra 35,3054.0,2956.5,18.0,33.0
False,Specialized Venge,Mavic Comete Pro Carbon SL UST,3054.5,2973.5,18.0,13.0
False,Specialized Venge,Giant SLR 0,3057.0,2955.5,18.0,22.0
False,Specialized Venge,Shimano C60,3057.0,2974.0,18.0,10.0
False,Specialized Venge,Mavic Cosmic CXR60c,3058.5,2971.5,18.0,7.0
False,Specialized Venge,Bontrager Aeolus5,3061.0,2959.0,18.0,11.0
False,Specialized Venge,Mavic Cosmic Ultimate UST,3061.0,2969.0,18.0,6.0
False,Specialized Venge,HED Vanquish RC6 Pro,3063.5,2957.0,18.0,8.0
False,Specialized Venge,CADEX 42,3064.0,2957.0,18.0,8.0
False,Specialized Venge,Roval Alpinist CLX,3066.0,2949.0,18.0,32.0
False,Specialized Venge,Shimano C50,3066.0,2970.5,18.0,4.0
False,Specialized Venge,Lightweight Meilenstein,3066.5,2949.0,18.0,0.0
False,Specialized Venge,50mm Carbon,3067.5,2964.0,18.0,9.0
False,Specialized Venge,Shimano C40,3068.0,2966.5,18.0,4.0
False,Specialized Venge,CADEX 36,3073.5,2954.5,18.0,26.0
False,Specialized Venge,Zipp 202,3075.0,2957.5,18.0,
False,Specialized Venge,Novatec R4,3076.5,2968.0,18.0,
False,Specialized Venge,ENVE SES 2.2,3080.0,2956.5,18.0,
False,Specialized Venge,Zwift 32mm Carbon,3080.0,2963.0,18.0,3.0
False,Specialized Venge,Campagnolo Bora Ultra 50,3080.5,2956.5,18.0,12.0
False,Specialized Venge,Zwift Safety,3080.5,2962.5,18.0,44.0
False,Specialized Venge,Zwift Buffalo Fahrrad,3085.0,2970.0,18.0,
False,Specialized Venge,Zwift Classic,3086.0,2971.0,18.0,1.0
False,Giant Propel Advanced SL Disc,DT Swiss ARC 1100 Dicut Disc,3021.5,2963.5,35.0,42.0
False,Giant Propel Advanced SL Disc,Zipp 858/Super9,3028.5,2964.5,35.0,45.0
False,Giant Propel Advanced SL Disc,Zipp 808/Super9,3030.5,2965.5,35.0,35.0
False,Giant Propel Advanced SL Disc,Zipp 858,3034.5,2954.5,35.0,37.0
False,Giant Propel Advanced SL Disc,ENVE SES 7.8,3036.5,2949.5,35.0,39.0
False,Giant Propel Advanced SL Disc,Zipp 808,3037.5,2956.5,35.0,13.0
False,Giant Propel Advanced SL Disc,ENVE SES 8.9,3038.0,2959.0,35.0,31.0
False,Giant Propel Advanced SL Disc,Zipp 454,3045.5,2947.5,35.0,24.0
False,Giant Propel Advanced SL Disc,DT Swiss ARC 1100 Dicut 62,3046.5,2945.5,35.0,6.0
False,Giant Propel Advanced SL Disc,CADEX 65,3047.0,2947.5,35.0,21.0
False,Giant Propel Advanced SL Disc,Zipp 404,3048.5,2950.5,35.0,15.0
False,Giant Propel Advanced SL Disc,ENVE SES 6.7,3049.5,2954.5,35.0,25.0
False,Giant Propel Advanced SL Disc,Zipp 353 NSW,3050.5,2947.5,35.0,19.0
False,Giant Propel Advanced SL Disc,Roval Rapide CLX,3051.5,2949.5,35.0,15.0
False,Giant Propel Advanced SL Disc,Roval CLX 64,3051.5,2954.5,35.0,16.0
False,Giant Propel Advanced SL Disc,ENVE SES 3.4,3054.0,2946.5,35.0,27.0
False,Giant Propel Advanced SL Disc,FFWD RYOT55,3055.0,2946.5,35.0,
False,Giant Propel Advanced SL Disc,Campagnolo Bora Ultra 35,3055.5,2948.0,35.0,33.0
False,Giant Propel Advanced SL Disc,Mavic Comete Pro Carbon SL UST,3056.0,2965.0,35.0,13.0
False,Giant Propel Advanced SL Disc,Giant SLR 0,3058.5,2947.0,35.0,22.0
False,Giant Propel Advanced SL Disc,Shimano C60,3058.5,2965.5,35.0,10.0
False,Giant Propel Advanced SL Disc,Mavic Cosmic CXR60c,3060.0,2963.0,35.0,7.0
False,Giant Propel Advanced SL Disc,Bontrager Aeolus5,3062.5,2950.5,35.0,11.0
False,Giant Propel Advanced SL Disc,Mavic Cosmic Ultimate UST,3062.5,2960.5,35.0,6.0
False,Giant Propel Advanced SL Disc,HED Vanquish RC6 Pro,3065.0,2948.5,35.0,8.0
False,Giant Propel Advanced SL Disc,CADEX 42,3065.5,2948.5,35.0,8.0
False,Giant Propel Advanced SL Disc,Roval Alpinist CLX,3067.5,2940.5,35.0,32.0
False,Giant Propel Advanced SL Disc,Shimano C50,3067.5,2962.0,35.0,4.0
False,Giant Propel Advanced SL Disc,Lightweight Meilenstein,3068.0,2940.5,35.0,0.0
False,Giant Propel Advanced SL Disc,50mm Carbon,3069.0,2955.5,35.0,9.0
False,Giant Propel Advanced SL Disc,Shimano C40,3069.5,2958.0,35.0,4.0
False,Giant Propel Advanced SL Disc,CADEX 36,3075.0,2946.0,35.0,26.0
False,Giant Propel Advanced SL Disc,Zipp 202,3076.5,2949.0,35.0,
False,Giant Propel Advanced SL Disc,Novatec R4,3078.0,2959.5,35.0,
False,Giant Propel Advanced SL Disc,ENVE SES 2.2,3081.5,2948.0,35.0,
False,Giant Propel Advanced SL Disc,Zwift 32mm Carbon,3081.5,2954.5,35.0,3.0
False,Giant Propel Advanced SL Disc,Campagnolo Bora Ultra 50,3082.0,2948.0,35.0,12.0
False,Giant Propel Advanced SL Disc,Zwift Safety,3082.0,2954.0,35.0,44.0
False,Giant Propel Advanced SL Disc,Zwift Buffalo Fahrrad,3086.5,2961.5,35.0,
False,Giant Propel Advanced SL Disc,Zwift Classic,3087.5,2962.5,35.0,1.0
False,Focus Izalco Max,DT Swiss ARC 1100 Dicut Disc,3022.5,2959.0,22.0,42.0
False,Focus Izalco Max,Zipp 858/Super9,3029.5,2960.0,22.0,45.0
False,Focus Izalco Max,Zipp 808/Super9,3031.5,2961.0,22.0,35.0
False,Focus Izalco Max,Zipp 858,3035.5,2950.0,22.0,37.0
False,Focus Izalco Max,ENVE SES 7.8,3037.5,2945.0,22.0,39.0
False,Focus Izalco Max,Zipp 808,3038.5,2952.0,22.0,13.0
False,Focus Izalco Max,ENVE SES 8.9,3039.0,2954.5,22.0,31.0
False,Focus Izalco Max,Zipp 454,3046.5,2943.0,22.0,24.0
False,Focus Izalco Max,DT Swiss ARC 1100 Dicut 62,3047.5,2941.0,22.0,6.0
False,Focus Izalco Max,CADEX 65,3048.0,2943.0,22.0,21.0
False,Focus Izalco Max,Zipp 404,3049.5,2946.0,22.0,15.0
False,Focus Izalco Max,ENVE SES 6.7,3050.5,2950.0,22.0,25.0
False,Focus Izalco Max,Zipp 353 NSW,3051.5,2943.0,22.0,19.0
False,Focus Izalco Max,Roval Rapide CLX,3052.5,2945.0,22.0,15.0
False,Focus Izalco Max,Roval CLX 64,3052.5,2950.0,22.0,16.0
False,Focus Izalco Max,ENVE SES 3.4,3055.0,2942.0,22.0,27.0
False,Focus Izalco Max,FFWD RYOT55,3056.0,2942.0,22.0,
False,Focus Izalco Max,Campagnolo Bora Ultra 35,3056.5,2943.5,22.0,33.0
False,Focus Izalco Max,Mavic Comete Pro Carbon SL UST,3057.0,2960.5,22.0,13.0
False,Focus Izalco Max,Giant SLR 0,3059.5,2942.5,22.0,22.0
False,Focus Izalco Max,Shimano C60,3059.5,2961.0,22.0,10.0
False,Focus Izalco Max,Mavic Cosmic CXR60c,3061.0,2958.5,22.0,7.0
False,Focus Izalco Max,Bontrager Aeolus5,3063.5,2946.0,22.0,11.0
False,Focus Izalco Max,Mavic Cosmic Ultimate UST,3063.5,2956.0,22.0,6.0
False,Focus Izalco Max,HED Vanquish RC6 Pro,3066.0,2944.0,22.0,8.0
False,Focus Izalco Max,CADEX 42,3066.5,2944.0,22.0,8.0
False,Focus Izalco Max,Roval Alpinist CLX,3068.5,2936.0,22.0,32.0
False,Focus Izalco Max,Shimano C50,3068.5,2957.5,22.0,4.0
False,Focus Izalco Max,Lightweight Meilenstein,3069.0,2936.0,22.0,0.0
False,Focus Izalco Max,50mm Carbon,3070.0,2951.0,22.0,9.0
False,Focus Izalco Max,Shimano C40,3070.5,2953.5,22.0,4.0
False,Focus Izalco Max,CADEX 36,3076.0,2941.5,22.0,26.0
False,Focus Izalco Max,Zipp 202,3077.5,2944.5,22.0,
False,Focus Izalco Max,Novatec R4,3079.0,2955.0,22.0,
False,Focus Izalco Max,ENVE SES 2.2,3082.5,2943.5,22.0,
False,Focus Izalco Max,Zwift 32mm Carbon,3082.5,2950.0,22.0,3.0
False,Focus Izalco Max,Campagnolo Bora Ultra 50,3083.0,2943.5,22.0,12.0
False,Focus Izalco Max,Zwift Safety,3083.0,2949.5,22.0,44.0
False,Focus Izalco Max,Zwift Buffalo Fahrrad,3087.5,2957.0,22.0,
False,Focus Izalco Max,Zwift Classic,3088.5,2958.0,22.0,1.0
False,Scott Addict RC,DT Swiss ARC 1100 Dicut Disc,3022.5,2944.0,33.0,42.0
False,Scott Addict RC,Zipp 858/Super9,3029.5,2945.0,33.0,45.0
False,Scott Addict RC,Zipp 808/Super9,3031.5,2946.0,33.0,35.0
False,Scott Addict RC,Zipp 858,3035.5,2935.0,33.0,37.0
False,Scott Addict RC,ENVE SES 7.8,3037.5,2930.0,33.0,39.0
False,Scott Addict RC,Zipp 808,3038.5,2937.0,33.0,13.0
False,Scott Addict RC,ENVE SES 8.9,3039.0,2939.5,33.0,31.0
False,Scott Addict RC,Zipp 454,3046.5,2928.0,33.0,24.0
False,Scott Addict RC,DT Swiss ARC 1100 Dicut 62,3047.5,2926.0,33.0,6.0
False,Scott Addict RC,CADEX 65,3048.0,2928.0,33.0,21.0
False,Scott Addict RC,Zipp 404,3049.5,2931.0,33.0,15.0
False,Scott Addict RC,ENVE SES 6.7,3050.5,2935.0,33.0,25.0
False,Scott Addict RC,Zipp 353 NSW,3051.5,2928.0,33.0,19.0
False,Scott Addict RC,Roval Rapide CLX,3052.5,2930.0,33.0,15.0
False,Scott Addict RC,Roval CLX 64,3052.5,2935.0,33.0,16.0
False,Scott Addict RC,ENVE SES 3.4,3055.0,2927.0,33.0,27.0
False,Scott Addict RC,FFWD RYOT55,3056.0,2927.0,33.0,
False,Scott Addict RC,Campagnolo Bora Ultra 35,3056.5,2928.5,33.0,33.0
False,Scott Addict RC,Mavic Comete Pro Carbon SL UST,3057.0,2945.5,33.0,13.0
False,Scott Addict RC,Giant SLR 0,3059.5,2927.5,33.0,22.0
False,Scott Addict RC,Shimano C60,3059.5,2946.0,33.0,10.0
False,Scott Addict RC,Mavic Cosmic CXR60c,3061.0,2943.5,33.0,7.0
False,Scott Addict RC,Bontrager Aeolus5,3063.5,2931.0,33.0,11.0
False,Scott Addict RC,Mavic Cosmic Ultimate UST,3063.5,2941.0,33.0,6.0
False,Scott Addict RC,HED Vanquish RC6 Pro,3066.0,2929.0,33.0,8.0
False,Scott Addict RC,CADEX 42,3066.5,2929.0,33.0,8.0
False,Scott Addict RC,Roval Alpinist CLX,3068.5,2921.0,33.0,32.0
False,Scott Addict RC,Shimano C50,3068.5,2942.5,33.0,4.0
False,Scott Addict RC,Lightweight Meilenstein,3069.0,2921.0,33.0,0.0
False,Scott Addict RC,50mm Carbon,3070.0,2936.0,33.0,9.0
False,Scott Addict RC,Shimano C40,3070.5,2938.5,33.0,4.0
False,Scott Addict RC,CADEX 36,3076.0,2926.5,33.0,26.0
False,Scott Addict RC,Zipp 202,3077.5,2929.5,33.0,
False,Scott Addict RC,Novatec R4,3079.0,2940.0,33.0,
False,Scott Addict RC,ENVE SES 2.2,3082.5,2928.5,33.0,
False,Scott Addict RC,Zwift 32mm Carbon,3082.5,2935.0,33.0,3.0
False,Scott Addict RC,Campagnolo Bora Ultra 50,3083.0,2928.5,33.0,12.0
False,Scott Addict RC,Zwift Safety,3083.0,2934.5,33.0,44.0
False,Scott Addict RC,Zwift Buffalo Fahrrad,3087.5,2942.0,33.0,
False,Scott Addict RC,Zwift Classic,3088.5,2943.0,33.0,1.0
False,Pinarello Dogma F12,DT Swiss ARC 1100 Dicut Disc,3023.0,2958.0,40.0,42.0
False,Pinarello Dogma F12,Zipp 858/Super9,3030.0,2959.0,40.0,45.0
False,Pinarello Dogma F12,Zipp 808/Super9,3032.0,2960.0,40.0,35.0
False,Pinarello Dogma F12,Zipp 858,3036.0,2949.0,40.0,37.0
False,Pinarello Dogma F12,ENVE SES 7.8,3038.0,2944.0,40.0,39.0
False,Pinarello Dogma F12,Zipp 808,3039.0,2951.0,40.0,13.0
False,Pinarello Dogma F12,ENVE SES 8.9,3039.5,2953.5,40.0,31.0
False,Pinarello Dogma F12,Zipp 454,3047.0,2942.0,40.0,24.0
False,Pinarello Dogma F12,DT Swiss ARC 1100 Dicut 62,3048.0,2940.0,40.0,6.0
False,Pinarello Dogma F12,CADEX 65,3048.5,2942.0,40.0,21.0
False,Pinarello Dogma F12,Zipp 404,3050.0,2945.0,40.0,15.0
False,Pinarello Dogma F12,ENVE SES 6.7,3051.0,2949.0,40.0,25.0
False,Pinarello Dogma F12,Zipp 353 NSW,3052.0,2942.0,40.0,19.0
False,Pinarello Dogma F12,Roval Rapide CLX,3053.0,2944.0,40.0,15.0
False,Pinarello Dogma F12,Roval CLX 64,3053.0,2949.0,40.0,16.0
False,Pinarello Dogma F12,ENVE SES 3.4,3055.5,2941.0,40.0,27.0
False,Pinarello Dogma F12,FFWD RYOT55,3056.5,2941.0,40.0,
False,Pinarello Dogma F12,Campagnolo Bora Ultra 35,3057.0,2942.5,40.0,33.0
False,Pinarello Dogma F12,Mavic Comete Pro Carbon SL UST,3057.5,2959.5,40.0,13.0
False,Pinarello Dogma F12,Giant SLR 0,3060.0,2941.5,40.0,22.0
False,Pinarello Dogma F12,Shimano C60,3060.0,2960.0,40.0,10.0
False,Pinarello Dogma F12,Mavic Cosmic CXR60c,3061.5,2957.5,40.0,7.0
False,Pinarello Dogma F12,Bontrager Aeolus5,3064.0,2945.0,40.0,11.0
False,Pinarello Dogma F12,Mavic Cosmic Ultimate UST,3064.0,2955.0,40.0,6.0
False,Pinarello Dogma F12,HED Vanquish RC6 Pro,3066.5,2943.0,40.0,8.0
False,Pinarello Dogma F12,CADEX 42,3067.0,2943.0,40.0,8.0
False,Pinarello Dogma F12,Roval Alpinist CLX,3069.0,2935.0,40.0,32.0
False,Pinarello Dogma F12,Shimano C50,3069.0,2956.5,40.0,4.0
False,Pinarello Dogma F12,Lightweight Meilenstein,3069.5,2935.0,40.0,0.0
False,Pinarello Dogma F12,50mm Carbon,3070.5,2950.0,40.0,9.0
False,Pinarello Dogma F12,Shimano C40,3071.0,2952.5,40.0,4.0
False,Pinarello Dogma F12,CADEX 36,3076.5,2940.5,40.0,26.0
False,Pinarello Dogma F12,Zipp 202,3078.0,2943.5,40.0,
False,Pinarello Dogma F12,Novatec R4,3079.5,2954.0,40.0,
False,Pinarello Dogma F12,ENVE SES 2.2,3083.0,2942.5,40.0,
False,Pinarello Dogma F12,Zwift 32mm Carbon,3083.0,2949.0,40.0,3.0
False,Pinarello Dogma F12,Campagnolo Bora Ultra 50,3083.5,2942.5,40.0,12.0
False,Pinarello Dogma F12,Zwift Safety,3083.5,2948.5,40.0,44.0
False,Pinarello Dogma F12,Zwift Buffalo Fahrrad,3088.0,2956.0,40.0,
False,Pinarello Dogma F12,Zwift Classic,3089.0,2957.0,40.0,1.0
False,Specialized Allez Sprint,DT Swiss ARC 1100 Dicut Disc,3023.0,2962.0,14.0,42.0
False,Specialized Allez Sprint,Zipp 858/Super9,3030.0,2963.0,14.0,45.0
False,Specialized Allez Sprint,Zipp 808/Super9,3032.0,2964.0,14.0,35.0
False,Specialized Allez Sprint,Zipp 858,3036.0,2953.0,14.0,37.0
False,Specialized Allez Sprint,ENVE SES 7.8,3038.0,2948.0,14.0,39.0
False,Specialized Allez Sprint,Zipp 808,3039.0,2955.0,14.0,13.0
False,Specialized Allez Sprint,ENVE SES 8.9,3039.5,2957.5,14.0,31.0
False,Specialized Allez Sprint,Zipp 454,3047.0,2946.0,14.0,24.0
False,Specialized Allez Sprint,DT Swiss ARC 1100 Dicut 62,3048.0,2944.0,14.0,6.0
False,Specialized Allez Sprint,CADEX 65,3048.5,2946.0,14.0,21.0
False,Specialized Allez Sprint,Zipp 404,3050.0,2949.0,14.0,15.0
False,Specialized Allez Sprint,ENVE SES 6.7,3051.0,2953.0,14.0,25.0
False,Specialized Allez Sprint,Zipp 353 NSW,3052.0,2946.0,14.0,19.0
False,Specialized Allez Sprint,Roval Rapide CLX,3053.0,2948.0,14.0,15.0
False,Specialized Allez Sprint,Roval CLX 64,3053.0,2953.0,14.0,16.0
False,Specialized Allez Sprint,ENVE SES 3.4,3055.5,2945.0,14.0,27.0
False,Specialized Allez Sprint,FFWD RYOT55,3056.5,2945.0,14.0,
False,Specialized Allez Sprint,Campagnolo Bora Ultra 35,3057.0,2946.5,14.0,33.0
False,Specialized Allez Sprint,Mavic Comete Pro Carbon SL UST,3057.5,2963.5,14.0,13.0
False,Specialized Allez Sprint,Giant SLR 0,3060.0,2945.5,14.0,22.0
False,Specialized Allez Sprint,Shimano C60,3060.0,2964.0,14.0,10.0
False,Specialized Allez Sprint,Mavic Cosmic CXR60c,3061.5,2961.5,14.0,7.0
False,Specialized Allez Sprint,Bontrager Aeolus5,3064.0,2949.0,14.0,11.0
False,Specialized Allez Sprint,Mavic Cosmic Ultimate UST,3064.0,2959.0,14.0,6.0
False,Specialized Allez Sprint,HED Vanquish RC6 Pro,3066.5,2947.0,14.0,8.0
False,Specialized Allez Sprint,CADEX 42,3067.0,2947.0,14.0,8.0
False,Specialized Allez Sprint,Roval Alpinist CLX,3069.0,2939.0,14.0,32.0
False,Specialized Allez Sprint,Shimano C50,3069.0,2960.5,14.0,4.0
False,Specialized Allez Sprint,Lightweight Meilenstein,3069.5,2939.0,14.0,0.0
False,Specialized Allez Sprint,50mm Carbon,3070.5,2954.0,14.0,9.0
False,Specialized Allez Sprint,Shimano C40,3071.0,2956.5,14.0,4.0
False,Specialized Allez Sprint,CADEX 36,3076.5,2944.5,14.0,26.0
False,Specialized Allez Sprint,Zipp 202,3078.0,2947.5,14.0,
False,Specialized Allez Sprint,Novatec R4,3079.5,2958.0,14.0,
False,Specialized Allez Sprint,ENVE SES 2.2,3083.0,2946.5,14.0,
False,Specialized Allez Sprint,Zwift 32mm Carbon,3083.0,2953.0,14.0,3.0
False,Specialized Allez Sprint,Campagnolo Bora Ultra 50,3083.5,2946.5,14.0,12.0
False,Specialized Allez Sprint,Zwift Safety,3083.5,2952.5,14.0,44.0
False,Specialized Allez Sprint,Zwift Buffalo Fahrrad,3088.0,2960.0,14.0,
False,Specialized Allez Sprint,Zwift Classic,3089.0,2961.0,14.0,1.0
False,Cervelo S3D,DT Swiss ARC 1100 Dicut Disc,3023.5,2981.5,15.0,42.0
False,Cervelo S3D,Zipp 858/Super9,3030.5,2982.5,15.0,45.0
False,Cervelo S3D,Zipp 808/Super9,3032.5,2983.5,15.0,35.0
False,Cervelo S3D,Zipp 858,3036.5,2972.5,15.0,37.0
False,Cervelo S3D,ENVE SES 7.8,3038.5,2967.5,15.0,39.0
False,Cervelo S3D,Zipp 808,3039.5,2974.5,15.0,13.0
False,Cervelo S3D,ENVE SES 8.9,3040.0,2977.0,15.0,31.0
False,Cervelo S3D,Zipp 454,3047.5,2965.5,15.0,24.0
False,Cervelo S3D,DT Swiss ARC 1100 Dicut 62,3048.5,2963.5,15.0,6.0
False,Cervelo S3D,CADEX 65,3049.0,2965.5,15.0,21.0
False,Cervelo S3D,Zipp 404,3050.5,2968.5,15.0,15.0
False,Cervelo S3D,ENVE SES 6.7,3051.5,2972.5,15.0,25.0
False,Cervelo S3D,Zipp 353 NSW,3052.5,2965.5,15.0,19.0
False,Cervelo S3D,Roval Rapide CLX,3053.5,2967.5,15.0,15.0
False,Cervelo S3D,Roval CLX 64,3053.5,2972.5,15.0,16.0
False,Cervelo S3D,ENVE SES 3.4,3056.0,2964.5,15.0,27.0
False,Cervelo S3D,FFWD RYOT55,3057.0,2964.5,15.0,
False,Cervelo S3D,Campagnolo Bora Ultra 35,3057.5,2966.0,15.0,33.0
False,Cervelo S3D,Mavic Comete Pro Carbon SL UST,3058.0,2983.0,15.0,13.0
False,Cervelo S3D,Giant SLR 0,3060.5,2965.0,15.0,22.0
False,Cervelo S3D,Shimano C60,3060.5,2983.5,15.0,10.0
False,Cervelo S3D,Mavic Cosmic CXR60c,3062.0,2981.0,15.0,7.0
False,Cervelo S3D,Bontrager Aeolus5,3064.5,2968.5,15.0,11.0
False,Cervelo S3D,Mavic Cosmic Ultimate UST,3064.5,2978.5,15.0,6.0
False,Cervelo S3D,HED Vanquish RC6 Pro,3067.0,2966.5,15.0,8.0
False,Cervelo S3D,CADEX 42,3067.5,2966.5,15.0,8.0
False,Cervelo S3D,Roval Alpinist CLX,3069.5,2958.5,15.0,32.0
False,Cervelo S3D,Shimano C50,3069.5,2980.0,15.0,4.0
False,Cervelo S3D,Lightweight Meilenstein,3070.0,2958.5,15.0,0.0
False,Cervelo S3D,50mm Carbon,3071.0,2973.5,15.0,9.0
False,Cervelo S3D,Shimano C40,3071.5,2976.0,15.0,4.0
False,Cervelo S3D,CADEX 36,3077.0,2964.0,15.0,26.0
False,Cervelo S3D,Zipp 202,3078.5,2967.0,15.0,
False,Cervelo S3D,Novatec R4,3080.0,2977.5,15.0,
False,Cervelo S3D,ENVE SES 2.2,3083.5,2966.0,15.0,
False,Cervelo S3D,Zwift 32mm Carbon,3083.5,2972.5,15.0,3.0
False,Cervelo S3D,Campagnolo Bora Ultra 50,3084.0,2966.0,15.0,12.0
False,Cervelo S3D,Zwift Safety,3084.0,2972.0,15.0,44.0
False,Cervelo S3D,Zwift Buffalo Fahrrad,3088.5,2979.5,15.0,
False,Cervelo S3D,Zwift Classic,3089.5,2980.5,15.0,1.0
False,Ridley Noah Fast 2019,DT Swiss ARC 1100 Dicut Disc,3023.5,2973.5,33.0,42.0
False,Ridley Noah Fast 2019,Zipp 858/Super9,3030.5,2974.5,33.0,45.0
False,Ridley Noah Fast 2019,Zipp 808/Super9,3032.5,2975.5,33.0,35.0
